Company,Job title,Location,Salary,Salary estimate,Employees,Founded,Company type,Company industry,Company sector,Company revenue,Career opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Description
"Noir Consulting
5.0",BI Analyst,"London, England",£110K - £117K (Glassdoor Est.),"£50,000 /yr (est.)",51 to 200 Employees,2005,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $50 million (USD),4.2,4.7,4.2,4.5,4.5,"My Client is a rapidly expanding Finance company and due to this growth they are looking to add a Business Intelligence Analyst to the team.
The BI Analyst will play a pivotal part in further developing the Analytic capability of the business by developing both short term quick wins and be part of the long term roadmap of developing and integrating the function with colleagues across the company.
Responsibilities
Extraction and analysis of data to the specifications required by the business
Regular reconciliation and validation of the daily reporting.
Liaise with the Sales Managers to gather requirements for future projects and to ensure alignment of strategic goals.
Build and maintain existing dashboard reports, assisting the Sales team with any queries or troubleshooting issues.
Provide proactive advice to the Sales Management Team around trends and opportunities as well as any recognizable retention issues.
Working cross-departmentally including Sales, Financial Reporting Team and Chief of Staff on KPI monitoring.
Involvement in Group PLC annual report and investor presentations with a focus on producing KPIs.
Requirements
In-depth SQL knowledge and understanding of relational schemas, ideally in Microsoft SQL Server
Some knowledge of procedural SQL, an ability to strip down stored procedures and functions to reverse engineer logic
Ability to build and manage BI reports
Ability to build and maintain dashboards, with drill downs
Experience with Tableau and/or proficient in BI products
Develop reports from the data warehouse
Ability to analyse large data sets
Digest concepts and effectively transfer this into actionable analysis
'Can do' attitude
Location: London (Hybrid)
Salary: £40-60k + competitive benefits
We look to recruit individuals from all different backgrounds and encourage you to apply even if you don't tick every box. We celebrate diversity, promote inclusivity and are open to discuss flexible work options to help you balance your work and home life.
NOIRUKNETREC
NOIRUKREC
Show Less
Report"
"Installation Technology
2.5",Data Cabling Engineer/ Data Comms Engineer/Cable Puller Data Cabling Engine,"London, England",£110K - £117K (Glassdoor Est.),"£28,500 /yr (est.)",1 to 50 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),2.9,2.4,2.8,2.5,2.5,"Installation Technology (IT) have been providing network solutions for over 30 years. We work with some of the biggest organisations in education, healthcare and transport. We are looking for hands-on Cabling/Telecom Engineers in an ever expanding team. The role will primarily be based in clients' sites around London. Experienced engineers will be responsible for carrying out surveys, data cable installs including racks & cabinets. They must also be comfortable working across hospital and railway environment and must have a valid CSCS/ECS. There is potential for growth and an opportunity to earn more depending on performance after the initial 6 months.
Experienced engineers must have the following skills and abilities. However, we are also open to take on trainees .
A background in structured cabling.
A minimum of 2 years field engineering experience in both Cat 5/5e/6/6a & fibre installation, terminating and testing.
1-2 years experience in containment, racks, and cabinets.
Knowledge & experience setting up and using a Fluke DSX 5000 tester or Lantek III.
Be able to work as part of a team and independently.
Highly motivated.
Good communicator.
Be flexible to work nights (engineering hours) and weekends.
Should be willing to be CRB or DBS checked.
ECS/CSCS.
Desirable skills and abilities:
Knowledge & experience with the installation, termination and troubleshooting of telephony cabling
Supervisory skills and experience
Sentinel with ICI
Full UK driving licence
Company Benefits Include
Overtime and weekend work available
Full time employment with 20 days paid leave + 8 bank holidays a year
Company uniform, PPE & tools provided
Shift Allowance and Travel Allowance if applicable
Company phone
Job Types: Full-time, Permanent
Salary: £25,000.00-£32,000.00 per year
Benefits:
Company pension
Flexitime
Referral programme
Sick pay
Work from home
Schedule:
8 hour shift
Day shift
Monday to Friday
Night shift
Overtime
Weekend availability
Supplemental pay types:
Performance bonus
COVID-19 considerations:
We take our employees' and contractors' general H&S very seriously. We have a strict company COVID policy and procedure in place.
Ability to commute/relocate:
London, WC2R 2LS: reliably commute or plan to relocate before starting work (required)
Experience:
Structured Cabling: 2 years (required)
Containment (CMS) installation: 1 year (preferred)
Licence/Certification:
CSCS/ECS card (preferred)
UK Driving Licence (preferred)
Work Location: One location
Show Less
Report"
"Which?
3.7",Junior Data Protection Specialist,"London, England",£110K - £117K (Glassdoor Est.),"£28,500 /yr (est.)",501 to 1000 Employees,1957,Non-profit Organisation,Publishing,Media & Communication,Unknown / Non-Applicable,3.5,3.4,3.9,3.3,4.2,"TITLE: Junior Data Protection Specialist
Division: Group Legal and Governance
Department: Data Compliance Office (DCO)
Location: London - Hybrid working (currently 1-2 days in the office per week)
Job Type: 18 month Fixed Term Contract
Salary £27,000 - £30,000
This role offers a competitive salary, hybrid working, 28 days holiday a year plus Bank Holidays and 11% pension after one year of service.

About Which?

Which? is the UK's consumer champion, here to make life simpler, fairer and safer for everyone. Our research gets to the heart of consumer issues, our advice is impartial, and our rigorous product tests lead to expert recommendations. We're the independent consumer voice that influences politicians and lawmakers, investigates, holds businesses to account and makes change happen.As an organisation we're not for profit and all for making consumers more powerful. As people we're brave, caring, rigorous and insightful in the way we connect with each other to make change happen.
About the role
Along with colleagues in the Data Compliance Office, your role is to support the organisation in making decisions that are right for Which?, right for consumers, and consistent with data privacy obligations. Your day to day responsibilities will be wide ranging and include responding to individual rights requests and assessing privacy risks, as well as providing advice and guidance more generally. You'll be part of a friendly group that enjoys working together and celebrates its achievements. .
Key responsibilities include:
Processing and managing requests from individuals exercising their rights under the UK GDPR
Supporting the business in understanding how best to protect personal data when it is handled for particular activities
Responding to data protection and privacy queries from internal business teams
Assessing low risk data breaches & incidents and supporting the business in taking appropriate remedial actions
About you
You will have an interest in data protection and privacy culture and be familiar with UK data protection regulations. You'll need some experience of working in a data protection or compliance role, a willingness to learn, and be able to apply your knowledge in practice.
As you will be dealing with compliance issues and personal data you'll need the ability to handle situations sensitively, maintaining a professional approach at all times. You'll have good interpersonal skills, be able to communicate with key stakeholders across the organisation at a variety of levels, and work as part of a team.
We also have these benefits for you to consider:
28 days holiday + all bank holidays
35 hour working week
Hybrid way of working, with patterns agreed at team level, based on the requirements for the role
Award winning pension scheme – when you pay in 3%, Which? pays in 6% (rising to 11% after one year of service.)
Discount site that offers large %% off everyday shopping across over 100 shops (so important that you can save on your small and large shopping items in this climate)
Annual Bonus (up to 5% currently, depending on employee and company
performance)
Healthcare insurance & Private medical insurance and opportunity to participate in Vitality rewards programme - at 6 months
Free life assurance cover (worth at least 4 times your annual salary. If a member of the pension scheme and has a dependant its 10 times!)
Free access to Which? member content and free access to Which? money and legal helplines
About the Which? way of life
All our roles are now hybrid and we will supply you with the tools and technologies to enable you to do this. We reserve the right to withdraw this advert at any given time due to the number of applications received.
Which? is the UK's consumer champion, here to make life simpler, fairer and safer for everyone. As an organisation we're not for profit and all for making consumers more powerful.
We impact in key areas such as consumer rights, scams, data protection and unfair pricing. Our investigations go deep and our expert advice is completely impartial. Same goes for our product reviews – our rigorous tests and expert recommendations help consumers to make better decisions. Come and champion consumers with us – it's important work. As people we're brave, caring, rigorous and insightful in the way we connect with each other to make change happen.
At Which? we value diversity and we're committed to creating an inclusive culture where everyone is able to be themselves and to reach their full potential. We want to receive applications from all regardless of age, gender identity, disability, marriage or civil partnership, pregnancy or maternity, religion or belief, race or ethnic origin, sex, sexual orientation, transgender status, social economic background. We believe that a diverse workforce helps us to understand and create a positive impact for consumers. We want to ensure that everybody can apply and be part of our recruitment processes, and therefore we can make reasonable adjustments to accommodate our candidates as and when.
Candidate pack October 2022 London (2).pdf
Role Profile - Junior Data Protection Specialist.pdf
To apply to this job, click Apply Now
Show Less
Report"
"QVC
3.4",Senior Data Engineer (m/f/d),"Chiswick, England",£110K - £117K (Glassdoor Est.),"£51,624 /yr (est.)",10000+ Employees,2018,Company - Public,Other Retail Shops,Retail & Wholesale,$10+ billion (USD),3.2,3.5,3.4,3.1,3.4,"Essential Duties:
Partnering with global and local software and infrastructure teams on Data Platforms modernization initiatives including building out automation to provision and configure systems quickly
As a Data Platform Engineer, you are responsible for the setup, deployment, and productionising of data-intensive environments. You develop infrastructure as code that will support the setup of the self-service data platform.
Build and maintain Data platform engineering systems cloud compute platforms in a hybrid configuration with systems deployed both to on-premises data centers and cloud (Azure) environments.
Provide third level support and troubleshooting for issues escalated on installed technical solutions
Implement recommendations to ensure optimal performance and reliability for mission critical and global enterprise systems
Work with broader Platform Engineering organization in leading the evaluation of new technologies relative to their domain(s) and makes strategic recommendations
Work with Platform Engineering teams to design environments that optimize our efficiency in delivering value to our customers and the business
Analyze the technology options/feasibility and define the build, delivery, and deployment pipeline for applications
Design and implement tools, plan for future updates, help maintain and update our teams infrastructure
Your Profile:
A Bachelor's Degree in Computer Science, Engineering, or related field or a combination of education and experience
Experience with Data platforms technologies such as Oracle, SQL Server, MySQL, Maria-DB or Eloquence
Experience with infrastructure monitoring (Dynatrace, Icinga)
Experience with Infrastructure-as-Code concepts and tools (Ansible, Terraform)
Strong Knowledge of Microsoft Azure or a similar cloud platform (AWS, GCP, etc.)
What we offer:
Open and dynamic working atmosphere
Attractive remuneration model
Flexible working time model with flexitime regulation to promote work-life balance (including overtime regulation)
Offers within the framework of company health management
20% employee discount on the QVC product range
Employer-funded pension
Wide range of training opportunities
Job Type: Permanent
Benefits:
Flexitime
Work from home
Schedule:
Monday to Friday
Supplemental pay types:
Bonus scheme
Show Less
Report"
"Adeccogroup
3.8",Data Visualisation Manager (Hybrid/Remote),"London, England",£110K - £117K (Glassdoor Est.),-1,10000+ Employees,-1,Company - Public,HR Consulting,Human Resources & Staffing,$10+ billion (USD),3.6,3.3,3.7,3.5,3.8,"About the role
We currently have an exciting opportunity available for an experienced Data Visualisation Manager. As a leader within the Data, Insights and Analytics function, you will be an inspirational figurehead in driving the necessary transformations to deliver success for The Adecco Group UK&I.
The Data Visualisation Manager will form part of the leadership team within our function, alongside colleagues covering Data Management, Data Engineering, Data Analytics, Data Science and Data Culture. This role will drive the strategy and tactical actions necessary to design, develop and deliver visualisations, dashboards and reports to internal and external customers. Our output is leveraged at the most senior levels of UK&I leadership at critical decision points, as well as forming a vital part of our most high-profile external customer relationships.

What you'll be doing
Own the Data Visualisation team’s backlog, prioritisation, and communication with customers
Own the data visualisation platform, and any security implementations
Ensure highest-quality visual output is available for use by customers
Define the necessary policies, processes and ways-of-working within the team
Design the team to best deliver on function strategy
Provide technical and design guidance to team members
Develop job specifications and manage Data Visualisation recruitment processes
Define the data, tools and techniques required to deliver
Oversee all data visualisation and reporting development within the team
Define the Data Visualisation Policy for our function
Implement governance requirements from Data Management
Minimise friction for customers in accessibility to data and insight
Ensure resources are efficiently deployed, minimising resource wastage, with RoI responsibility
Co-ordinate effectively with colleagues within our function
Build solid relationships across dependencies and stakeholders
Advocate for and represent DIA professionally
Lead, manage and development the team
Create a culture of independence, autonomy, collaboration, innovation and excellence
About you
Experience of management and leadership within data visualisation
Experience of stakeholder management, with strong communication skills between the data and business environments
Significant experience with visualisation tools, preferably PowerBI
Knowledge of best-practice visualisation design and methodology
(Desirable) Knowledge of cloud data storage solutions such as Azure
(Desirable) Data modelling experience
Why choose us?
It’s an exciting time to be part of our team. We’re proud to be a global thought-leader and care about doing the best job we can to ensure better futures for everyone. We do this by building our Future@Work strategy as a united team of 30,000+ colleagues with a collective spirit working in over 60 countries globally.
You’ll have the opportunity to grow across a variety of interesting jobs and careers over our extensive portfolio of global brands. We empower our colleagues to work in the smartest, most efficient ways to achieve total balance between the demands of their jobs and their lives. That’s why we give you the autonomy and support you need to work in the way that makes you most productive, agile, confident, and insightful.
Putting people first, pioneering with a collective spirit and always advancing with a growth mindset -that’s what we stand for at the Adecco Group. Here, we are all individuals with a unique perspective on the world we live in. That’s what makes us stronger. Whoever you are and whatever your background, you can be yourself. So, we aim to build on the attributes that make you, you. We offer a range of world-class resources for upskilling and development, satisfying your curiosity while the sharing skills, knowledge, and expertise to grow together.
Make an impact where it matters most.
A journey to bring out the best in you
We believe that having an understanding of the hiring process helps you to prepare, feel, and be, at your best. As a global, multi brand organisation with multiple different roles, our application process can vary.
On our career site, you will find some of the key steps you can expect to guide you along the way.
As one of the world’s largest employers we believe in talent, not labels, and focus on the diverse and unique skills our people bring. We seek to foster a culture of belonging and purpose, an environment where everyone can thrive and feel engaged, and where difference is respected and valued. Our commitment to equity, equal opportunity, inclusion, and diversity is part of our broader commitment to respecting fundamental human rights across our value chain. The Adecco Group is proud to be an Equal Opportunity Employer.
#LI-UK/I
Show Less
Report"
"EDF Limited
3.9",Finance Analyst,"London, England",£110K - £117K (Glassdoor Est.),"£49,107 /yr (est.)",10000+ Employees,1946,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$10+ billion (USD),3.6,3.6,3.9,3.4,4.0,"Sizewell C. Power of good for Britain.

Location: 2/3 days a week in the London office. Hybrid working available.

Employment Type: Permanent

Salary: Competitive plus bonus and other benefits.

Closing date: Sunday 5th February 2023

The Opportunity

Are you looking for a career which is rewarding, at the cutting edge of project development and where you can really make a difference? Come and join our expanding Sizewell C (SZC) team and work on one of the most exciting and largest megaprojects in the UK, whilst being at the forefront of the UK’s climate change agenda and energy policy. Following on from the success of Hinkley Point C (HPC), the SZC Project is a nuclear new build project in Suffolk, which has obtained planning approval and Government financing support. The project is now seeking private investment with a view to start construction in 2024. When completed, it will provide dependable electricity to 6 million homes for 60 years, which along with renewables, will support Britain to achieve Net Zero by 2050.

As a Finance Analyst, you’ll provide support to the SZC Financial Control Manager to provide challenge, assurance and reporting of robust financial information to support decision making by the SZC leadership and external stakeholders.

Our teams are set up to work flexibly, with a hybrid working approach between our offices and your home. We provide a full suite of IT equipment to ensure that our employees can work from home comfortably and effectively.
The Role

We’re looking for someone to take ownership of the Cost Breakdown Structure of the Sizewell C project to enable a clean audit trail of expenditure, ensuring that all expenses and task orders are coded according to the agreed project structure.

Working in collaboration with the HR Business Partner to ensure that staff cost information is reported in an accurate and robust manner, as well as working with Project teams to create forward looking cash forecasts, to enable Equity to be called on time and protect cash liquidity of Project.

The role will allow you contribute to the monthly financial reporting cycle, including collation of data and calculation of monthly accruals, business partnering and challenging functional teams to ensure robustness and auditability of financial information.

Working closely with budget holders, you’ll challenge financial decisions and identify opportunities for cost savings with the core mind-set of “Value for Money” and Financial Control at all times.

You’ll be able to implement best practice financial behaviours and coach the business in the importance and benefits of accurate financial information, looking to implement Lessons Learnt and continuous improvement in every aspect of the role.

The Skills

You’re likely to be a part qualified accountant (CIMA, ACCA, ICAEW etc.) or individual suitably qualified by experience.

You may have project experience working on large scale construction infrastructure and/or commercial awareness and knowledge of the energy sector.

We’d love for you to have strong numerical and financial modelling skills as well as the ability to co-ordinate financial activities (e.g. monthly reporting or business planning).

You’ll bring your proven ability to build effective working level relationships across functions including at a senior level.

It would be great if you have strong management information analysis and reporting, presentation, problem solving and decision support skills.

Good working knowledge of technical accounting standards and experience in planning, budgeting & forecasting is essential.

An understanding of financial systems (SAP) is highly desirable.

If the above sounds like you, then we’d love to hear from you!

A full job description is available on application.
Power in Diversity

Sizewell C is a great place to work, where everyone is welcome.

To fulfil our commitment of doing the power of good for Britain, our ambition is to have a workforce which reflects and benefits the society we are part of and serve. Every worker on SZC, wherever they are, should help to create and experience the right environment where everyone on the team understands, respects and embraces diversity with a culture where everyone is treated with equal respect and are all given equal access to opportunities. By valuing the different points of view and experiences that having a diverse team brings, and by fostering an inclusive climate, we will create a great place to work and a more successful project.

We create the right environment where people feel able to bring their whole selves to work. Whilst working together there is mutual trust and appreciation created through the building of meaningful relationships with one another, aligned with our key values:

Respect: Value the rules and environment in which we operate

Positivity: Positively challenge poor quality and performance

Humility: Be open to other’s points of view and ideas, be willing to debate and to compromise

Solidarity: One team, working closely together and helping each other

Clarity: Communicate clearly and consistently

Everyone is able to get the most from their work and the workplace, and in return, give their best.
Competitive Salary and Benefits

We’re dedicated to offering flexible benefits that support our people across all aspects of their lives and we’re delighted to offer a range of benefits to support our employees’ physical, emotional and financial wellbeing.

In addition to a competitive salary, we offer a market-leading company pension scheme, paid holidays and a range of flexible benefits, such as: a company incentive bonus plan, health cover, cycle to work scheme, discounts and employee pricing.

Please let us know if you’d like to discuss flexible working arrangements by highlighting this on your application.
Start your job application: click Apply Now
Show Less
Report"
Edison Pope,Data Manager,"London, England",£110K - £117K (Glassdoor Est.),"£36,689 /yr (est.)",1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,-1,-1,-1,"Edison Pope are currently working in partnership with a ""GOOD"" rated secondary school located in Walthamstow. They're looking for an experienced Data Manager to join the team.
Job Description
Data Manager
Reporting to
Deputy Headteacher
Scale
Sp 28-32, (£34,809 – £38.385)
Hours
Full-time, 36 hours per week, 52 weeks per year
Specific Responsibilities
Managerial oversight of Admissions and Attendance
Line management of a team of Administration Staff
Prepare statistical returns of pupil data as required by internal staff, DFE, LEA, CES and other external bodies and school managers, including termly reports
Organise upgrades and maintenance routines for the pupil database, including year-end/start routines (i.e. setting up pastoral structure / creating school Calendar in SIMS)
Create templates for assessments, review and amend report layouts as needed
Lead on all actions around School / CES Census
Understand and fulfil all Data Protection and GDPR responsibilities including deletions of data in line with the Records Retention Policy.
Import data from one System to another i.e. FSM data from DFE. Register pupils for ULNs on the LRS. Download GCSE targets from FFT and prepare data analytics / reports.
Create in-year data analysis reports
Provide administrative support to the School’s senior management team as required.
Provide assistance with the management of Public Examinations
Process enquiries from parents, staff and pupils in a prompt and professional manner
Maintain an up-to-date inventory of stationery and other office supplies and ensure sufficient stock is always in place
Attend and participate in team and staff meetings as required.
Attend training and undertake appropriate professional development activities as required for the role, or as identified in professional development/performance management reviews
Support staff in the use of SIMS
Deliver training on SIMS as part of the School’s Internal Training Programme
Implement school policies, with particular attention being paid to Equal Opportunities and Health & Safety.
Any other duty according to the needs of the school and within the competence of the postholder commensurate with this level of post.
Person Specification
Data Manager
Reporting to
Deputy Headteacher
ATTRIBUTES/
REQUIREMENTS
ESSENTIAL
DESIRABLE
QUALIFICATIONS
Excellent English and Maths skills
Evidence of continued professional development.
Degree level qualification
EXPERIENCE
Evidence of working with data and information (creating, inputting, formatting)
Preparing and presenting data- based reports
Evidence of working in an Administrative setting
Experience of working with in a Secondary school environment
Experience of People Management
TRAINING
ICT skills and systems
Extensive use of MS Office
SIMS (School Information Management system).
FMS (Financial Management System)
PROFESSIONAL
SKILLS
Work to high levels of accuracy.
Ability to work innovatively and independently.
Excellent ICT skills
Be able to anticipate problems and offer innovative and creative solutions.
Excellent interpersonal and communication skills
Organise and develop effective systems.
Ability to work in collaboration with partner organisations.
Tenacity, flexibility and the ability to work effectively under pressure.
PERSONAL ATTRIBUTES
Be able to work with the school’s Mission Statement underpinning all aspects of the role
Trust and integrity
Confidentiality and discretion
Good communicator
Fairness and equality
Empathy
Abide by the school’s policies
Takes the initiative
‘Can do’ attitude
Team work and collaboration
Prepared to work flexibly
Good listener
Smart appearance
Cheerful, optimistic, and enthusiastic, and have a sense of humour and perspective!
Problem solver
Be a practising Catholic
PERSONAL CIRCUMSTANCES
Must be legally entitled to work in the UK.
No contra-indications in personal background or criminal record indicating unsuitability to work with children/young people/vulnerable individuals/finance.
This post is not subject to the provisions of the Rehabilitation of Offenders Act and an enhanced DBS check is required.
Be fit to carry out the duties required of this role.
SAFEGUARDING
Has appropriate motivation to work with children and young people and can relate to them in a positive way.
Ability to maintain appropriate relationships and personal boundaries with children and young people.
Displays commitment to the protection and safeguarding of children and young people.
Job Type: Full-time
Salary: £34,612.47-£38,765.11 per year
Benefits:
Casual dress
Wellness programme
Schedule:
Day shift
Monday to Friday
Supplemental pay types:
Performance bonus
Ability to commute/relocate:
East London, Greater London: reliably commute or plan to relocate before starting work (required)
Work Location: One location
Reference ID: EP DM
Show Less
Report"
"Higher IT Limited
5.0","Low Latency Data Delivery Lead, Python","London, England",£110K - £117K (Glassdoor Est.),"£36,332 /yr (est.)",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,"Low Latency Data Delivery Lead / Engineer, Python
Working in a Tech Driven Hedge Fund, candidates will likely come from a Low Latency Data / Network Engineer’s background at a Bank, Prop House or Fund within the HFT arena.
About The Role:
Your primary responsibility will be to design, build and manage the latency monitoring technical framework attached to the company’s trading platform.
Analyse, identify and recommend network system optimizations focusing on network solutions that provide Ultra Low Latency
Monitoring fetching processes and data health.
Designing latency related reports and analysing results to analyse performance and suggest continuous improvement.
Working closely with and Supporting users ranging from Quants, Research & Traders and Technology Teams.
Your Current Skillset / Background:
Minimum 5+ years’ experience in a similar role in a Low Latency / HFT Trading environment.
In depth knowledge of automation, strong Python Scripting is essential, C# is a plus.
Strong background and knowledge of low-latency networking with a focus on exchange connectivity.
Knowledge of designing and optimizing colocations.
Contribute to capacity planning and traffic flow optimization
Structured and unstructured data management expertise.
Knowledge of the Financial / Market Data of Futures & Options, Equity/Derivatives.
Intellectual curiosity to learn new technologies.
Capacity to work with autonomy within a global team.
Ideally candidates will hold a Master’s Degree or PhD in a Quantitative Field, Mathematics, Computer Science, Physics, Engineering or similar with previous Financial / Banking experience and in depth understanding of Futures & Options / Derivatives, Fixed Income.
This is considered a key role within the organisation and within reason remuneration will be whatever’s required to find the right calibre of candidate and applications in the £100 to £500k will be considered on their merits with excellent bonus potential.
Job Types: Full-time, Permanent
Salary: £100,000.00-£500,000.00 per year
Benefits:
Company events
Company pension
Cycle to work scheme
Private medical insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental pay types:
Bonus scheme
Performance bonus
Yearly bonus
Work Location: Hybrid remote in London, SW1E 5LB
Reference ID: IND/LOW/LEAD
Show Less
Report"
"ClinChoice
4.1",SR/Principal Clinical BioStatistician-Remote-Independent Contractor,"London, England",£110K - £117K (Glassdoor Est.),"£54,236 /yr (est.)",1001 to 5000 Employees,1995,Company - Private,Pharmaceutical,Pharmaceutical & Biotechnology,$100 to $500 million (USD),3.9,3.4,3.9,3.8,3.9,"About ClinChoice
ClinChoice is a clinical CRO dedicated to offering high-quality full development service to biopharmaceutical, medical device, and consumer products clients. Our services include clinical operations, project management, biostatistics, data management, regulatory affairs, medical affairs, and pharmacovigilance. ClinChoice has established major offices across US, China, Europe, India, Japan, and the Philippines with over 2,400 employees globally.
The Senior/Principal Biostatistician serves a lead role on projects. He/she interacts with team members in designing and analyzing clinical trials. Responsibilities include, but are not limited to:
Responsible for protocol development including study design, sample size estimation, randomization, and statistical analysis plan for assigned studies.
Provide statistical oversight to studies and assure adequate quality and consistency with project requirements.
Responsible for accuracy and completeness of database quality checks.
Responsible for assuring that data for statistical analyses are complete, accurate and consistent.
Responsible for statistical analysis plans and the accuracy and timeliness of statistical input into reports or decisions.
Responsible for validity of analysis and alternative analysis strategies when unforeseen circumstances arise.
Demonstrates extensive understanding of statistical concepts and methodologies. Recognizes and corrects flaws in scientific reasoning and statistical interpretation.
Responsible for accuracy and consistency of statistical tables, figures, and data listings, accuracy of report text, and consistency between summary tables in the body of reports and the corresponding source tables and listings.
Responsible for statistical methods section for the reports. Identifies and corrects flaws in interpretation of results, inconsistency in presentation or inference, adherence to the report guidelines, and assures project-wide consistency.
Effectively mentor non-statistical peers with regards to statistical methodology and provide appropriate background, motivation, and training to junior statisticians.
Effectively coordinate assignments and review deliverables so that projects are delivered on time with high quality.
For Principal Level - Above plus
Effectively mentor peers with regards to statistical methodology and provide appropriate training to less experienced statisticians.
Manage activities of statisticians across projects by appropriately coordinating assignments and reviewing work so that projects are delivered on time with high quality.
Qualifications
MS or PhD in Statistics, Biostatistics or related field. PhD with 2+ years of experience or MS with 4+ years of experience. For Principal level, MS with 6+ years or PhD with 3+ years
High degree of technical competence and communication skill, both oral and written.
Competent in experimental design, descriptive and inferential statistics.
Pharmaceutical, CRO, or related industry experience with clinical trials.
ClinChoice is an Equal Opportunity Employer / Committed to Diversity
Job Types: Full-time, Fixed term contract
Contract length: 12 months
Pay: £1.00-£1.01 per hour
Schedule:
8 hour shift
Education:
Master's (required)
Experience:
SAS: 5 years (required)
Clinical research: 5 years (required)
Show Less
Report"
"MI5
3.2",Intelligence & Data Analyst Development Programme Registration of Interest,"London, England",£110K - £117K (Glassdoor Est.),-1,201 to 500 Employees,-1,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable,2.5,2.5,2.1,1.0,2.3,"MI5 and MI6 are part of the UK’s Intelligence Services. We work together to safeguard Britain’s people, interests and businesses from various threats at home, overseas and online. To do that, we rely on data. On our Intelligence Data Analyst Development Programmes in either agency you’ll see you don’t need to be a data expert to help protect the UK - just yourself. Our operations are hugely varied, which is why increasing the diversity of our people is needed more than ever before.
To protect the UK, we need people with different perspectives and backgrounds. There’s no one ‘type’ of person we recruit. You don’t need to have coding or programming skills, but you’ll have some experience analysing data and will be keen to develop your abilities further with our support and training. You’ll have (or be expecting) a 2:2 degree in any subject or have relevant work experience.
Relying on data, our Intelligence Analyst’s play a crucial role in keeping the country safe. It can be complex, but understanding it is key to the success of our operations. And if you think you know what sort of person works in data, think again. On our Intelligence and Data Analyst Development Programmes, you’ll see you don’t need to be a data expert to help protect the UK - just yourself.
We have opportunities available in either MI5 or MI6.
The programme at MI5 is based in London and begins with a 3-month training period, where you’ll learn more about the organisation and our processes. Then, you’ll do 3 different analyst postings right in the heart of MI5. Over the course of 5 years and beyond, you’ll develop your technical skills, work with tools that can’t be found anywhere else, and gain experience to support a fulfilling and rewarding career in analysis.
If you choose the programme at MI6, you’ll work for MI6 but be based in Cheltenham for the first two years before moving to London. You’ll join a multi-organisational analysis team, playing a vital role in turning raw data into intelligence to help keep our country safe. Your first six months on the programme will include a mixture of formal training in technical and analytical tools as well as on the job learning.
For more information, please visit the Intelligence and Data Analyst Development Programme on our website.
The application window for the Intelligence and Data Analyst Programme will open on 6th February 2023. In the meantime, we are looking for individuals who are from an Ethnic Minority background*, to register their interest in this forthcoming opportunity. As part of the registration of interest, you will be invited to an online event prior to the campaign opening.
Please note that a registration of interest does not constitute a job application, nor will such registration have any bearing upon the recruitment process itself. Any individuals who register their interest and who decide subsequently to apply to the Intelligence and Data Analyst Development Programmes, will need to complete an application form once the window for applications has opened.

We are confining registrations of interest to those from an Ethnic Minority background only, due to their current under-representation in our workforce. Once the application window has opened, we will welcome applications from all candidates, regardless of their ethnic background, gender, disability and/or any other characteristic(s). All applications will be assessed solely on merit.

Register your interest here.
Show Less
Report"
